"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Riding A Horse, Mounted, Equestrian";"きば";"「さっき馬に乗った警察官を見たよ！」「ああ、騎馬警官って言うんだよ。日本にはいないの？」";"""I saw a police officer riding a horse earlier!"" ""Oh, you mean mounted police. Do do not have them in Japan?”";"None";"騎馬";"騎: 9, 馬: 2"
"Riding A Horse, Mounted, Equestrian";"きば";"モンゴルやカザフスタンの人々は、騎馬民族として知られている。";"The people of Mongolia and Kazakhstan are known as equestrian peoples.";"None";"騎馬";"騎: 9, 馬: 2"
"Cavalry";"きへい";"その騎兵の写真、なんだか若かりし頃を思い出すな。";"That photo of the cavalries reminds me a bit of my youth.";"None";"騎兵";"騎: 9, 兵: 4"
"To Melt, To Dissolve, To Thaw";"とける";"あの光り輝く星々が、夜空に溶けるのを想像してみてください。";"Imagine that the glittering stars are all melting into the night sky.";"N2";"溶ける";"溶: 9"
"Devious, Cunning, Crafty, Wily";"わるがしこい";"あいつは悪賢い男で、猫かぶりが大のお得意なんだ。";"He’s such a cunning guy and he’s very good at feigning innocence too.";"None";"悪賢い";"悪: 3, 賢: 9"
"Radiance";"かがやき";"私はそのダイヤモンドの輝きに目がくらんでしまいました。";"I was disoriented by the radiance of the diamond.";"None";"輝き";"輝: 9"
"Crab";"かに";"お腹がすいてきた。晩ご飯の蟹が楽しみだ。";"I’m getting hungry. I’m looking forward to having crab for dinner.";"None";"蟹";"蟹: None"
"Alligator, Crocodile";"わに";"この鰐の置物、邪魔なんだけど。";"This alligator statue is in the way.";"None";"鰐";"鰐: None"
"Alligator, Crocodile";"わに";"鰐蟹って漢字、何も見ずに手書きで書けるの？すごいね！";"You can handwrite the kanji for WaniKani without looking at anything? That's amazing!";"None";"鰐";"鰐: None"
"Alligator, Crocodile";"わに";"鰐の剥製が部屋に飾ってあります。";"I have a stuffed alligator displayed in my room.";"None";"鰐";"鰐: None"
"Gloomy, Gloomy Mood, Depressing";"うっとうしい";"「この女マジ鬱陶しいんだけど。」「よー。気にすんなって。」";"""This girl is so depressing."" ""Yo, don’t worry about it.""";"N1";"鬱陶しい";"鬱: 9, 陶: 9"
"Summit, Peak, Ridge";"みね";"妹と私は、雲の上にそびえる富士山の峰に登頂しました。";"My sister and I climbed up to the peak of Mt. Fuji, rising up above the clouds.";"N1";"峰";"峰: 9"
"Mountain Range";"れんぽう";"今日の連峰はよく晴れていて見晴らしがいいです。";"Today’s mountain range cleared up nicely and the view is great.";"None";"連峰";"連: 4, 峰: 9"
"Adept, Skillful, Clever";"うまい";"話が巧すぎるぜ。何か企んでるだろ？";"It’s too good to be true. What are you scheming?";"None";"巧い";"巧: 9"
"Ingenious, Skillful";"こうみょう";"ある邪悪な魔法使いが、巧妙に偶然を装って女性に近づきました。";"The evil witch cleverly pretended to approach the girl by mere chance.";"N1";"巧妙";"巧: 9, 妙: 9"
"Cold, Common Cold";"かぜ";"「なんで母親の葬式に来ないの？」「風邪ひいてるからだよ。」";"""Why aren’t you coming to your mom’s funeral?"" ""’Cause I caught a cold.""";"N5";"風邪";"風: 2, 邪: 9"
"Hindrance, Intrusion";"じゃま";"私の邪魔をするな。一人で出来るよ！";"Don’t stand in my way. I can do it by myself!";"N3";"邪魔";"邪: 9, 魔: 9"
"Wicked, Evil";"よこしま";"神様は私の邪な心を見透かしていらっしゃったんだわ。";"God saw through my wicked heart.";"None";"邪";"邪: 9"
"Geta, Japanese Wooden Clogs";"げた";"こちらの下駄は二色のお色をご用意しております。";"These wooden clogs come in two colors.";"N2";"下駄";"下: 1, 駄: 9"
"Not Good, Hopeless, Cannot, Not Allowed";"だめ";"男の子と旅行に行くのは、絶対に駄目ですからね！";"You absolutely cannot go on a trip with a boy!";"N3";"駄目";"駄: 9, 目: 1"
"Futility, Uselessness, Pointlessness";"むだ";"言うだけ無駄だよ。フグは決して忠告には耳を貸さないんだから。";"Just saying it is useless. Fugu never listens to advice.";"N3";"無駄";"無: 4, 駄: 9"
"Sudden, Unexpected";"とうとつ";"彼女、唐突に車の修理をしてほしいって俺に頼んできたんだよ。";"She suddenly asked me to repair her car.";"None";"唐突";"唐: 9, 突: 9"
"Courtroom";"ほうてい";"あとどれくらい私達がこの法廷にいることになるか分かりますか？";"Do you know how much longer we will be in this courtroom?";"N1";"法廷";"法: 4, 廷: 9"
"Imperial Court, Royal Court";"きゅうてい";"宮廷では咳風邪が流行っています。";"A chest cold is going around the Imperial Court.";"None";"宮廷";"宮: 3, 廷: 9"
"Register Of Names, List Of Names, Roll";"めいぼ";"彼は仰向けに寝転がって、名簿の全ての名前に目を通した。";"He laid face up and looked through all the names in the register.";"N1";"名簿";"名: 1, 簿: 9"
"Account Book, Register";"ちょうぼ";"帳簿を燃やしてしまうという考えは思いつきませんでした。";"I didn’t think of the idea to burn the account book.";"None";"帳簿";"帳: 3, 簿: 9"
"Public Acknowledgement, Public Recognition";"ひょうしょう";"表彰式には出席せずに帰ってきてしまいました。";"I came home without attending the awards ceremony.";"None";"表彰";"表: 3, 彰: 9"
"Manga, Japanese Comics";"まんが";"漫画には色々な形式があります。";"There are various styles in manga.";"N4";"漫画";"漫: 9, 画: 2"
"Comic Dialogue, Two Man Comedy Act";"まんざい";"漫才を見て大声で笑うことはストレス解消になる。";"Watching two man comedy acts and laughing loudly relieves my stress.";"None";"漫才";"漫: 9, 才: 2"
"Correction, Revision";"ていせい";"もし私の日本語に間違いがあれば、その場で訂正してもらってもいいですか？";"If I make a mistake in Japanese would you mind correcting it on the spot for me?";"N1";"訂正";"訂: 9, 正: 1"
"Revised Edition";"かいていばん";"バスの時刻が改訂されたなら、改訂版の時刻表をもらわなきゃ。";"If the bus schedule was revised, I need the revised edition.";"None";"改訂版";"改: 4, 訂: 9, 版: 5"
"Question, Enquiry";"しもん";"その日は経済財政諮問会議が開催される予定です。";"The Council on Economic and Fiscal Policy plans to hold a meeting on the same day.";"None";"諮問";"諮: 9, 問: 3"
"To Consult With, To Discuss, To Confer";"はかる";"この問題は取締役会に諮る必要があります。";"We need to discuss this problem at the board of directors meeting.";"N1";"諮る";"諮: 9"
"Deep Impression";"かんめい";"私達は彼のピアノの演奏に深く感銘を受けました。";"We were deeply impressed by his piano performance.";"None";"感銘";"感: 3, 銘: 9"
"Brand, Make";"めいがら";"後どれくらいでお客さんに推奨する銘柄が決まりそうですか。";"How much longer will it take you to decide which brand to recommend to your customer?";"None";"銘柄";"銘: 9, 柄: 9"
"Each, Individual";"めいめい";"うちの家族の銘々がその写真を持っています。";"Each member of my family has this photo.";"N2";"銘々";"銘: 9"
"Dam";"せき";"私の息子は、ある日突然、堰を切ったように日本語をペラペラ話し始めたんです。";"One day, my son suddenly started speaking Japanese fluently, as if a dam in him had been broken.";"None";"堰";"堰: None"
"Embankment, Bank, Dike";"つつみ";"村長は、堤が切れるのを防ぐため、堤に人柱を埋めることを決意しました。";"The village head decided to bury a human sacrifice in the embankment to prevent it from collapsing.";"None";"堤";"堤: 9"
"Embankment, Bank, Levee";"ていぼう";"水が堤防を越えそうになっているから、近づかない方がいいですよ。";"The water is almost running over the embankment, so you should be careful.";"N1";"堤防";"堤: 9, 防: 5"
"To Drift, To Waft";"ただよう";"美味しいみそ汁の匂いが漂ってきて、目が覚めました。";"I was awakened by the smell of delicious miso soup in the air.";"N1";"漂う";"漂: 9"
"To Drift, To Waft";"ただよう";"今日、浅田さんからなんかヤバイ悲壮感漂ってない？";"Don't you think some tragic feeling is drifting from Mr. Asada, today?";"N1";"漂う";"漂: 9"
"To Drift, To Waft";"ただよう";"焼き芋を食べた後のおならは、他のおならよりも長い間空気中を漂う気がするよ。";"Farts after eating roasted sweet potatoes seem to hang in the air longer than normal farts.";"N1";"漂う";"漂: 9"
"Drifting, Drift";"ひょうりゅう";"帆が折れて、ヨットが海に漂流し始めた時は、ちょっと悲観的でしたね。";"When the mast broke and my yacht started drifting out to sea, I got a little pessimistic.";"None";"漂流";"漂: 9, 流: 3"
"Drifting Ashore";"ひょうちゃく";"傷ついた赤ちゃん鯨が、とある砂浜に漂着するところを想像してみてください。";"Imagine a wounded baby whale drifting ashore onto a sandy beach.";"None";"漂着";"漂: 9, 着: 3"
"Change One's Mind, Change Your Mind";"ほんい";"この結婚について、絶対に翻意することがないことを誓います。";"I swear, I will absolutely not change my mind about this marriage.";"None";"翻意";"翻: 9, 意: 3"
"Translation";"ほんやく";"ちょうど君の翻訳を見させてもらってたところだよ。";"I was just looking over your translation.";"N4";"翻訳";"翻: 9, 訳: 6"
"To Billow, To Flutter, To Suddenly Change";"ひるがえる";"彼女のスカートが風で翻ったのは分かるんですが、その時の彼の心象を翻訳するのは私には難しすぎます。";"I know her skirt billowed in the wind, but rendering how he felt at the time is too difficult.";"None";"翻る";"翻: 9"
"Tire Track, Path One Has Taken";"きせき";"今日は、昨年の英語学習の軌跡を辿っています。";"Today I’m going down the path I took to learn English last year.";"None";"軌跡";"軌: 9, 跡: 9"
"Orbit, Trajectory";"きどう";"ロケットが軌道に入ったというニュースを聞いて、誰もが喜びました。";"Everyone was delighted to hear the news that the rocket entered orbit.";"N1";"軌道";"軌: 9, 道: 2"
"Japanese Empress";"こうごう";"彼は誤って皇后であった母親を殺害してしまいました。";"He accidentally killed his mother, the Japanese Empress.";"None";"皇后";"皇: 6, 后: 6"
"Excitement, Stimulation";"こうふん";"止まれの標識を無視する度に、興奮するんです。";"Every time I ignore a stop sign I get excited.";"N1";"興奮";"興: 5, 奮: 6"
"Stirring, Rousing Oneself";"ふんき";"彼女の一言が、彼を奮起させ、受験勉強をさせた。";"Her one word roused him to study for the test.";"None";"奮起";"奮: 6, 起: 3"
"Restaurant, Traditional Japanese Restaurant, Inn, Pavilion, Tea House";"てい";"多くの人が、コウイチは最初のレストランを「トーフグ亭」と名付けるのではないかと踏んでいる。";"Many people think that Koichi would name his first restaurant Tofugutei.";"None";"〜亭";"亭: 9"
"To Look Up At, To Look Up To";"あおぐ";"色んな人から、彼の指導を仰げば間違いないと言われましたが、それは明らかに間違いでした。";"I was told by various people that if I looked to him for guidance it could be trusted, but that was clearly a mistake.";"N1";"仰ぐ";"仰: 9"
"Pompous, Exaggerated";"ぎょうぎょうしい";"仰々しい言葉遣いをする人は嫌いです。";"I hate people who use pompous wording.";"None";"仰々しい";"仰: 9"
"Taken Aback, Amazed, Horrified, Flabbergasted";"ぎょうてん";"私は真美がどれだけ速くベーコンを食べれるのかってことにびっくり仰天しました。";"I was astonished at how quickly Mami could eat bacon.";"None";"仰天";"仰: 9, 天: 1"
"Religious Faith";"しんこう";"私はキリスト教を信仰していて、神への揺るぎない思いを持っています。";"I believe in Christianity and I have unwavering faith in God.";"N3";"信仰";"信: 4, 仰: 9"
"Chief, Count, Earl";"はく";"フグの爵位を伯爵にして、フグ伯って呼ぶことにするのはどうかな。";"How about giving Fugu the title of an earl, and calling him Count Fugu?";"None";"伯";"伯: 9"
"Aunt";"おば";"伯母はどうして私達の結婚式に来ようとしなかったんだろう。";"I wonder why my aunt didn’t come to our wedding ceremony.";"None";"伯母";"伯: 9, 母: 2"
"Occasionally, Once In A While";"たまに";"偶にぎっくり腰になるんですよね。";"I strain my back every once in a while.";"N1";"偶に";"偶: 9"
"By Chance, Unexpectedly, Coincidence";"ぐうぜん";"偶然の一致に思わず笑ってしまった。";"I couldn't help but laugh at the coincidence.";"N3";"偶然";"偶: 9, 然: 4"
"By Chance, Unexpectedly, Coincidence";"ぐうぜん";"偶然なショットだけど、いい写真が撮れた。";"It was an accidental shot, but it turned out to be a good photo.";"N3";"偶然";"偶: 9, 然: 4"
"By Chance, Unexpectedly, Coincidence";"ぐうぜん";"空港で偶然、高校時代の友人に会ったんですよ。";"I unexpectedly ran into a friend from high school at the airport.";"N3";"偶然";"偶: 9, 然: 4"
"Spouse, Partner";"はいぐうしゃ";"新しい配偶者を探そうかとずっと考えているんです。";"I’ve been thinking about looking for a new spouse.";"N1";"配偶者";"配: 3, 偶: 9, 者: 3"
"Yodogawa";"よどがわ";"汚い水にも怯まず、彼女は淀川で泳いだ。";"The dirty water didn’t stop her swimming in the Yodogawa.";"None";"淀川";"淀: None, 川: 1"
"Ancient Tomb, Kofun";"こふん";"近年その古墳を訪れる人が増えています。";"The number of people visiting the ancient tomb has been increasing in recent years.";"None";"古墳";"古: 2, 墳: 9"
"Ancient Tomb, Kofun";"こふん";"このカフェでは、古墳の形をしたケーキが食べれます。";"In this cafe, you can eat cakes in the shape of ancient tombs.";"None";"古墳";"古: 2, 墳: 9"
"Ancient Tomb, Kofun";"こふん";"古川君は、古墳マニアなんですよ。";"Furukawa-kun is ancient tomb enthusiast.";"None";"古墳";"古: 2, 墳: 9"
"Ancient Tomb, Kofun";"こふん";"古墳時代は、三世紀末頃から七世紀頃までの時代を言います。";"The Kofun period refers to the period from around the end of the 3rd century to the 7th century.";"None";"古墳";"古: 2, 墳: 9"
"Grave, Tomb";"ふんぼ";"ツタンカーメンの墳墓は絶対に訪れた方がいいよ。";"You should definitely visit the tomb of Tutankhamen.";"None";"墳墓";"墳: 9, 墓: 5"
"Magnificent, Grand, Epic";"そうだい";"なんて壮大な曲なんだ。凄く感動しています。";"This is such a magnificent song. I’m so impressed.";"N1";"壮大";"壮: 9, 大: 1"
"Prime Of Life";"そうねん";"彼のお兄さんは壮年期に心臓発作を起こして亡くなりました。";"His older brother had a heart attack and passed away in the prime of life.";"None";"壮年";"壮: 9, 年: 1"
"Rousing";"そうこう";"彼のために金曜日壮行会を予定してるんですが、ご都合は如何ですか？";"We are planning a farewell party for him on Friday. Are you available?";"None";"壮行";"壮: 9, 行: 2"
"Counter For Bundles, Counter for Bunches";"わ";"わっ！ほうれん草一把で九十八円だって。";"Wow! A bunch of spinach is only ninety-eight yen!";"None";"〜把";"把: 9"
"Grasp, Catch";"はあく";"正直、まだ事態の把握すら出来ていない状況です。";"Honestly, I haven’t even been able to grasp the overall situation yet.";"N1";"把握";"把: 9, 握: 9"
"Transport, Carriage";"うんぱん";"このレストランには、食事やその他の細々したものを運搬するためのミニエレベータがあります。";"There is a mini elevator used to transport food and other small things in this restaurant.";"N1";"運搬";"運: 3, 搬: 9"
"Transportation";"はんそう";"搬送作業時に左肩を脱臼してしまいました。";"I dislocated my left shoulder when I was doing conveyance work.";"None";"搬送";"搬: 9, 送: 3"
"Carry Out";"はんしゅつ";"日曜の夜七時までに全ての作品を搬出する必要があります。";"By 7pm on Sunday, we need to take out all of our work pieces.";"None";"搬出";"搬: 9, 出: 1"
"Liquid Crystal";"えきしょう";"俺の投げたライターがテレビに当たって、液晶画面にヒビが入りました。";"The lighter I threw hit the TV and cracked the LCD screen.";"None";"液晶";"液: 5, 晶: 9"
"Crystal";"すいしょう";"この水晶は大中小の三つの大きさがあります。";"This crystal comes in three sizes; small, medium, and large.";"None";"水晶";"水: 1, 晶: 9"
"Cave, Den";"ほら";"その薄気味悪い洞は、村の北外れにひっそりと佇んでいました。";"The eerie cave stood silently in the outskirts north of the village.";"None";"洞";"洞: 9"
"Hollow, Cavity, Cave";"くうどう";"白熊が木の空洞の中でうたた寝をしていると、近くに木こりがやって来ました。";"A polar bear was snoozing in the hollow of a tree and a lumberjack soon came along.";"None";"空洞";"空: 1, 洞: 9"
"Cave, Den";"どうけつ, ほらあな";"その洞穴で躓いて、足首を捻挫しました。";"I stumbled into the cave and sprained my ankle.";"None";"洞穴";"洞: 9, 穴: 6"
"One's Lifetime, One's Career";"しょうがい";"生涯ずっと独身なんて嫌だよう。";"I don’t want to stay single my whole life.";"None";"生涯";"生: 1, 涯: 9"
"Quarantine";"けんえき";"オーストラリアの検疫法はすっごく厳しいから、食べ物は何も持って行かない方が身のためだよ。";"Australia’s quarantine laws are very strict, so you shouldn’t take any food there.";"None";"検疫";"検: 5, 疫: 9"
"Immunity, Immunization";"めんえき";"いつも微熱とひどい頭痛があるのでお医者さんに行ったら、免疫機能が弱ってきていると言われました。";"I went to the doctor because I always have a slight fever and terrible headache, and I was told that my immune system is weakening.";"None";"免疫";"免: 9, 疫: 9"
"Infectious Disease, Plague, Epidemic";"えきびょう";"その村の人々は、全員疫病で亡くなりました。";"Everyone in that village died from the plague.";"None";"疫病";"疫: 9, 病: 3"
"To Threaten";"おどす";"その教師は何名かの男子生徒を刃物で脅したとして解雇されました。";"That teacher was fired because he threatened some male students with a knife.";"N1";"脅す";"脅: 9"
"Hunger, Starvation";"うえ";"飢えに苦しむ子どもたちの写真を見る度に胸が痛みます。";"My heart aches whenever I see the pictures of those starving children.";"None";"飢え";"飢: 9"
"To Exhaust Something, To Run Out, To Do To Exhaustion, To Devote Oneself";"つくす";"「これ、明日までにできるかな？」「わかりました。最善を尽くします。」";"""Can you do this by tomorrow?"" ""I see, I’ll give it my best.""";"N1";"尽くす";"尽: 9"
"To Exhaust Something, To Run Out, To Do To Exhaustion, To Devote Oneself";"つくす";"食料の備蓄を食べ尽くしてしまった。";"We ate up all the emergency food stocks.";"N1";"尽くす";"尽: 9"
"To Exhaust Something, To Run Out, To Do To Exhaustion, To Devote Oneself";"つくす";"ビエトはヤクザ界のことを知り尽くしている。";"Viet knows everything about the yakuza world.";"N1";"尽くす";"尽: 9"
"Coloring, Color Scheme, Makeup";"いろどり";"父の弁当は、彩りについて全く考慮がされておらず、全部茶色だったので嫌でしたね。";"I didn’t like my dad’s bento because he never really took coloring into account and all of it was brown.";"None";"彩り";"彩: 9"
"To Regret, To Mourn, To Lament";"くやむ";"ガンガン響く頭と共に目を覚ます度に、前日の夜飲み過ぎたことを悔やみます。";"Whenever I wake up with a pounding headache, I lament drinking too much the night before.";"N2";"悔やむ";"悔: 9"
"Fistfight, Fist Fight";"なぐりあい";"俺の連れは今クラブで殴り合いの喧嘩の真っ最中さ。";"My man is in the middle of the fist fight in the club.";"None";"殴り合い";"殴: 9, 合: 2"
"Raid";"なぐりこみ";"殴り込みの前に早めの昼食を取りました。";"We had an early lunch before the raid.";"None";"殴り込み";"殴: 9, 込: 9"
"To Accomplish, To Achieve, To Carry Out";"とげる";"諦めないで！やり遂げるんだ！お前なら出来るよ！";"Don’t give up! Accomplish it! You can do it!";"N1";"遂げる";"遂: 9"
"Hemp Cloth, Linen";"あさぬの";"麻布の服が好きなんだけど、結構お値段が高いんだよね。";"I like clothes made of hemp cloth, but they’re rather expensive.";"None";"麻布";"麻: 9, 布: 5"
"Gloomy, Melancholy, Gloominess";"うっき";"伯父は、鬱気で家でふさぎ込んでいる。";"My uncle's been home feeling melancholy.";"None";"鬱気";"鬱: 9, 気: 1"
"Gloomy, Melancholy, Gloominess";"うっき";"鬱気を吹き飛ばしてくれるような歌ですね。";"This song can really blow the gloom away.";"None";"鬱気";"鬱: 9, 気: 1"
"Gloomy, Melancholy, Gloominess";"うっき";"今日は鬱気が邪魔をして、日本語を勉強する気になれません。";"My depression's bothering me today and I can't get myself to study Japanese.";"None";"鬱気";"鬱: 9, 気: 1"
"Uncle";"おじ";"伯父は銀行員です。";"My uncle is a banker. ";"None";"伯父";"伯: 9, 父: 2"
"To Burn, To Be Lighted, To Be Lit, To Be Burning";"ともる";"あの部屋に明かりが灯るのを見たんだ。";"I can see light burning in that room.";"None";"灯る";"灯: 4"
"Innocence, Simple Mindedness, Innocent, Simple Minded, Naive";"むじゃき";"子供達は無邪気に笑い合っていた。";"The children laughed innocently.";"N1";"無邪気";"無: 4, 邪: 9, 気: 1"
"Great Person, Great Man, Hero";"いじん";"世界の偉人たちの名言を集めました。";"I’ve collected wise sayings from great men of the world.";"None";"偉人";"偉: 9, 人: 1"
"Greatness, Grand, Outstanding";"いだい";"人類史上最も偉大な発明は何ですか。";"What is the greatest invention in all of human history?";"N3";"偉大";"偉: 9, 大: 1"
"Great, Excellent, Admirable, Remarkable";"えらい";"社長がそんなに偉いんですか？";"What makes the company president so great?";"N2";"偉い";"偉: 9"
"Calculation, Counting, Allowance, Payment, Bill, Check";"かんじょう";"お勘定をお願いします。";"Can I have the check, please?";"N3";"勘定";"勘: 9, 定: 3"
"To Respectfully Call, To Respectfully Invite, To Respectfully Eat, To Respectfully Drink";"めす";"あなたのお姉さまは神に召されたのですよ。";"Your older sister was called by the gods.";"N1";"召す";"召: 9"
"Awaken, Rouse, Evoke, Excite";"かんき";"大学の入学式で、学生たちに飲酒やカルト宗教についての注意喚起が行われました。";"At the university entrance ceremony the students were alerted to the dangers of alcohol and cults.";"None";"喚起";"喚: 9, 起: 3"
"To Shout, To Scream";"わめく";"酔っぱらいが喚いているんだよ。";"A drunk guy is shouting.";"None";"喚く";"喚: 9"
"Summon, Summons";"しょうかん";"魔法使いを召喚しました。";"I summoned a magician.";"None";"召喚";"召: 9, 喚: 9"
"Mound, Burial Mound";"つか";"塚を見下ろすことのは失礼です。";"It’s rude to look down at a burial mound.";"None";"塚";"塚: 9"
"Ehime Prefecture";"えひめけん";"私は愛媛県の出身です。";"I am from Ehime Prefecture.";"None";"愛媛県";"愛: 4, 媛: 9, 県: 3"
"Compassion, Benevolence, Charity, Mercy";"じひ";"祖母は本当に慈悲深い人だった。";"My grandmother was a really compassionate person.";"None";"慈悲";"慈: 9, 悲: 3"
"Affection, Kindness, Love";"じあい";"彼女は慈愛に満ちた微笑を僕に向けた。";"She turned her affectionate smile toward me.";"None";"慈愛";"慈: 9, 愛: 4"
"Charity, Philanthropy";"じぜん";"この本は慈善事業支援の目的で出版されました。";"This book was published for the purpose of supporting charitable projects. ";"None";"慈善";"慈: 9, 善: 6"
"To Put Between, To Sandwich, To Insert";"はさむ";"パンにハムと卵を挟みました。";"I put the egg and ham between the bread.";"N2";"挟む";"挟: 9"
"Drying Up, Dry Up, Running Dry";"こかつ";"もうすぐ石油は枯渇する。";"The petroleum will dry up very soon.";"None";"枯渇";"枯: 9, 渇: 9"
"To Wither, To Die";"かれる";"せっかく植えた木が枯れてしまいました。";"The tree I took great pains to grow withered.";"N2";"枯れる";"枯: 9"
"To Boil, To Grow Hot, To Get Excited";"わく";"私はお湯が沸くのを待っている。";"I’m waiting for the water to boil.";"N4";"沸く";"沸: 9"
"Boiling Point";"ふってん";"沸点は何度ですか。";"How many degrees is the boiling point?";"None";"沸点";"沸: 9, 点: 2"
"Bay, Inlet";"うら";"駿河湾西沿岸は田子ノ浦と呼ばれます。";"The west coast of Suruga Bay is called Takono Bay.";"None";"浦";"浦: 9"
"To Soak, To Steep, To Dip";"ひたす";"どうして野菜を水に浸しているの？";"Why are you soaking the vegetables in water?";"N1";"浸す";"浸: 9"
"Whirlpool, Eddy, Vortex";"うず";"海に渦が発生するのはどうして？";"Why do whirlpools appear in the ocean? ";"N1";"渦";"渦: 9"
"Vortex, Maelstrom";"かちゅう";"彼は離婚騒動で渦中の人だよ。";"He’s in a vortex of divorce turmoil.";"None";"渦中";"渦: 9, 中: 1"
"Moisture, Richness, Wetness";"うるおい";"この化粧水が、あなたのお肌の潤いを保ちます。";"This lotion will help keep the moisture in your skin.";"None";"潤い";"潤: 9"
"Washing Machine, Laundry Machine";"せんたくき, せんたっき";"洗濯機が壊れたみたい。";"The washing machine seems to be broken.";"None";"洗濯機";"洗: 6, 濯: 9, 機: 4"
"Detergent";"せんたくこ";"洗濯粉がきれちゃった。";"We ran out of detergent.";"None";"洗濯粉";"洗: 6, 濯: 9, 粉: 4"
"Dry Cleaners, Laundromat";"せんたくや";"洗濯屋にワイシャツを取りに行ってきます。";"I’m going to pick up my dress shirt from the dry cleaners.";"None";"洗濯屋";"洗: 6, 濯: 9, 屋: 3"
"Dehydration, Dryness";"かんそう";"乾燥対策でマスクをつけています。";"I’m wearing a mask to counter the dryness.";"N2";"乾燥";"乾: 9, 燥: 9"
"Impatience, Uneasy, Irritation";"しょうそう";"度重なる事業の失敗で、すっかり焦燥しきっているんだ。";"I’m thoroughly irritated with this repeatedly failing project.";"None";"焦燥";"焦: 9, 燥: 9"
"Entranceway, Entry Hall, Foyer, Entryway";"げんかん";"玄関で靴を脱いでください。";"Please take off your shoes in the entranceway.";"N5";"玄関";"玄: 9, 関: 4"
"Unpolished Rice, Unmilled Rice, Brown Rice";"げんまい";"玄米は体に良い。";"Unpolished rice is good for your health.";"None";"玄米";"玄: 9, 米: 2"
"Bottle, Jar";"びん";"瓶ビールを一本ください。";"One bottled beer, please.";"N1";"瓶";"瓶: 9"
"Vase, Flower Vase";"かびん";"これは素敵な花瓶ですね。";"This is a beautiful vase.";"N5";"花瓶";"花: 1, 瓶: 9"
"Empty Bottle";"あきびん, からびん";"空瓶はこちらに捨ててください。";"Please throw away empty bottles here.";"None";"空き瓶";"空: 1, 瓶: 9"
