"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Self-Awareness, Realization, Awareness, Consciousness";"じかく";"夫から、母親としての自覚が無いって言われて、めっちゃムカついた。";"My husband told me I lack an awareness for maternal responsibilities and that made me super upset.";"N1";"自覚";"自: 2, 覚: 4"
"Self-Awareness, Realization, Awareness, Consciousness";"じかく";"君は社会人としての自覚を持った方がいいよ。 私、自覚のない人とは付き合いたくない...。";"You should be aware that you're also a member of society. I don't wanna be around people who lack self-awareness.";"N1";"自覚";"自: 2, 覚: 4"
"Self-Awareness, Realization, Awareness, Consciousness";"じかく";"禁煙して三ヶ月になるけど、まだ時々煙草を吸いたいという衝動に駆られるね。興味深いことに、煙草が吸いたくなる時、自分ではそれをあまり自覚してないんだ。自分の人差し指を噛みしめているのに気づいて、ようやく自覚するんだよ。";"I’ve stopped smoking for three months now, but I still get the urge to smoke a cigarette every once in a while. Interestingly, when I really want to smoke, I’m not really aware of it. I only just realize it when I find myself chewing on my index finger.";"N1";"自覚";"自: 2, 覚: 4"
"Dishwashing, Doing Dishes, Washing Dishes";"さらあらい";"皿洗いをしているクリステンが可愛すぎて、穴があくほど見つめてしまいました。";"Kristen was just so cute when she was doing dishes and I couldn't help staring holes into her.";"None";"皿洗い";"皿: 3, 洗: 6"
"Dishwashing, Doing Dishes, Washing Dishes";"さらあらい";"皿洗いをしている時は、時間が経つのがおそく感じます。";"I feel that time passes slowly when I'm washing dishes.";"None";"皿洗い";"皿: 3, 洗: 6"
"Dishwashing, Doing Dishes, Washing Dishes";"さらあらい";"食事代を支払う代わりに皿洗いをすることができるラーメン屋さんが日本にあるって本当ですか？";"Is it true that there is a ramen restaurant in Japan where you can wash dishes to pay your bill?";"None";"皿洗い";"皿: 3, 洗: 6"
"To Pray For";"いのる";"ハリケーンのひがい者のために祈りました。";"I prayed for the hurricane victims.";"N4";"祈る";"祈: 9"
"To Pray For";"いのる";"国家試験に無事合格できるように祈っています。";"I pray that you will pass the national examinations successfully.";"N4";"祈る";"祈: 9"
"To Pray For";"いのる";"日本の国技である相撲が、かつては米の豊作を祈る儀式だったことを知ってる日本人がたくさんいるとは思えないな。";"I don’t think many Japanese people know Japan’s national sport ""sumo"" used to be a ritual to pray for a bountiful rice harvest.";"N4";"祈る";"祈: 9"
"Prayer, A Prayer";"きがん";"車のバックミラーに、安全祈願のお守りがぶら下がっていた。";"A safety prayer charm was hanging from the car's rearview mirror.";"None";"祈願";"祈: 9, 願: 4"
"Prayer, A Prayer";"きがん";"無事にビザが取れるよう、神社でご祈願してきました。";"I went to a shrine to pray that I could get my visa without any trouble.";"None";"祈願";"祈: 9, 願: 4"
"Prayer, A Prayer";"きがん";"ご祈願は、神社でもお寺でもできますよ。";"You can offer a prayer at either a shrine or a temple.";"None";"祈願";"祈: 9, 願: 4"
"Prayer, A Prayer";"きがん";"コウイチは、火星人の戦勝祈願のおどりをおどることができます。";"Koichi can do the war dance of the Martians.";"None";"祈願";"祈: 9, 願: 4"
"To Be Distressed, To Be Troubled, To Be Perplexed, To Be Annoyed";"こまる";"タンがのどに絡んで困っています。";"Phlegm is stuck in my throat and it's annoying me.";"N5";"困る";"困: 6"
"To Be Distressed, To Be Troubled, To Be Perplexed, To Be Annoyed";"こまる";"日本語を勉強していますが、名詞や助詞などの意味が分からなくて困っています。";"I am studying Japanese, but I am in trouble because I don't understand the meanings of nouns, particles, and so on.";"N5";"困る";"困: 6"
"To Be Distressed, To Be Troubled, To Be Perplexed, To Be Annoyed";"こまる";"「どうして遅くまでお店を開けておけないの？」「すみませんが、私に言われても困ります。私はただここで働いているだけなので。」";"""Why don’t you stay open later?"" ""Sorry, it’s not really my call. I just work here.""";"N5";"困る";"困: 6"
"To Be Renewed, To Be Formal, To Be Altered, To Be Revised";"あらたまる";"日本の年号が、豆河豚に改まりました。";"The Japanese era name was altered to Tofugu.";"N1";"改まる";"改: 4"
"To Be Renewed, To Be Formal, To Be Altered, To Be Revised";"あらたまる";"ビエトの生活たい度が改まって、コウイチはとてもよろこびました。";"Koichi was very happy to see that Viet had reformed himself from his evil way of life.";"N1";"改まる";"改: 4"
"To Be Renewed, To Be Formal, To Be Altered, To Be Revised";"あらたまる";"そう改まるなよ。コウイチ大統領は、とても気さくなんだから。";"Don’t be so formal! President Koichi is very friendly.";"N1";"改まる";"改: 4"
"To Get Mixed, To Be Mixed, To Be Blended With";"まざる";"水と油は混ざりません。";"Oil doesn't mix with water.";"N2";"混ざる";"混: 5"
"To Get Mixed, To Be Mixed, To Be Blended With";"まざる";"色が混ざってにじんでしまいました。";"Those colors mixed.";"N2";"混ざる";"混: 5"
"To Get Mixed, To Be Mixed, To Be Blended With";"まざる";"みんなの会話に混ざることができなくてとても悲しかったし、寂しかったよ。";"I felt really sad and lonely because I couldn’t contribute to the conversation at all.";"N2";"混ざる";"混: 5"
"To Be In Surplus, To Remain Left Over, To Be In Excess";"あまる";"穴づりでつった魚が余っているので、良かったら少しいかがですか？";"We caught more than enough fish ice fishing, so please take some if you'd like.";"N2";"余る";"余: 5"
"To Be In Surplus, To Remain Left Over, To Be In Excess";"あまる";"くらしぶりからして、あの夫妻、相当お金が余ってそうだと思いませんか。";"From the way they live, they seem to have quite an excess of money, don't you think?";"N2";"余る";"余: 5"
"To Be In Surplus, To Remain Left Over, To Be In Excess";"あまる";"私達の果樹園にはあり余るほどの林檎があります。";"There is an abundance of apples in our orchard.";"N2";"余る";"余: 5"
"Unneeded, More Than Enough, Too Much";"よけい";"このイス、一つ余計だったね。";"This is one too many chairs, isn't it?";"N2";"余計";"余: 5, 計: 2"
"Unneeded, More Than Enough, Too Much";"よけい";"車のそう音に安みんを妨害されて、余計にはらが立ったんです。";"The car noises disturbed my sleep and made me extra upset.";"N2";"余計";"余: 5, 計: 2"
"Unneeded, More Than Enough, Too Much";"よけい";"他人の事情に首を突っ込むのは、まったく余計なお世話だってことは分かっていたんですが、つい好奇心に負けてしまいました。";"I knew it wasn’t really my business to be sticking my nose in other people’s affairs, but curiosity got the better of me.";"N2";"余計";"余: 5, 計: 2"
"Personal, Individual";"こじん";"私個人の意見ですが、ビエトにはいいおよめさんが見つかってほしいです。";"This is my personal opinion, but I hope Viet finds a good wife.";"N3";"個人";"個: 5, 人: 1"
"Personal, Individual";"こじん";"アメリカ人の国民性なのか個人の問題なのかは分からないけど、コウイチはビールが大好きだよね。";"I don't know if it's because he's American, or if it's just him, but Koichi really loves beer, right?";"N3";"個人";"個: 5, 人: 1"
"Personal, Individual";"こじん";"個人主義と自分勝手の違いがよく分かりません。";"I don’t really see the difference between being an individualist and simply being selfish.";"N3";"個人";"個: 5, 人: 1"
"One Small Thing, One Thing, One Small Object, One Object";"いっこ";"おく歯に一個、大きな穴が空いているね。";"You've got one big hole in your back teeth.";"None";"一個";"一: 1, 個: 5"
"One Small Thing, One Thing, One Small Object, One Object";"いっこ";"そのイチゴは、一個百円にもかかわらず、飛ぶように売れました。";"Those strawberries were one hundred yen each, but they flew off the shelves.";"None";"一個";"一: 1, 個: 5"
"One Small Thing, One Thing, One Small Object, One Object";"いっこ";"ビエトはシュークリームがとっても好きなので、毎日少なくとも一個は食べます。";"Viet likes cream puffs so much that he eats at least one every single day.";"None";"一個";"一: 1, 個: 5"
"Private Room, One's Own Room";"こしつ";"小さい子がいると個室い酒屋の存在はありがたいです。";"When you have small kids, the existence of izakaya with private rooms is appreciated.";"None";"個室";"個: 5, 室: 2"
"Private Room, One's Own Room";"こしつ";"コウイチはシェアハウスで自分の個室がないという生活をもう五年も続けている。";"Koichi's been living in a shared house without his own room for more than five years now.";"None";"個室";"個: 5, 室: 2"
"Private Room, One's Own Room";"こしつ";"忘年会に個室を予約しました。";"I reserved a private room for our year-end party.";"None";"個室";"個: 5, 室: 2"
"Three Small Things, Three Things, Three Objects, Three Small Objects";"さんこ";"コーヒーにはミルクとシロップを三個ずつ入れます。";"I put three milks and three syrup cups in my coffee.";"None";"三個";"三: 1, 個: 5"
"Three Small Things, Three Things, Three Objects, Three Small Objects";"さんこ";"三個入りの石けんを一箱買いました。";"I bought a box of soap that comes with three bars.";"None";"三個";"三: 1, 個: 5"
"Three Small Things, Three Things, Three Objects, Three Small Objects";"さんこ";"チーズバーガー三個と照り焼きバーガー三個とナゲットをいくつか食べたので、今とても気持ちが悪い。";"After eating three cheeseburgers, three teriyaki burgers, and several nuggets, I feel really awful.";"None";"三個";"三: 1, 個: 5"
"To Knock Over, To Knock Down, To Bring Down";"たおす";"穴じゃく子、倒したのだれ？";"Who knocked over the perforated ladle?";"N3";"倒す";"倒: 9"
"To Knock Over, To Knock Down, To Bring Down";"たおす";"あいつの事はおれが倒してみせるから、余計な心配はするな。";"I'm gonna bring him down, so don't worry too much.";"N3";"倒す";"倒: 9"
"To Knock Over, To Knock Down, To Bring Down";"たおす";"日曜日、僕は父と一緒に木を何本か切り倒した後、それを叩き切って薪にしました。";"My dad and I knocked down some trees and chopped them up for logs this Sunday.";"N3";"倒す";"倒: 9"
"Trouble, Difficulty";"めんどう";"面倒な仕事をおし付けられたと思ったことは、一度もありません。";"I never once thought they'd given me troublesome tasks.";"N3";"面倒";"面: 3, 倒: 9"
"Trouble, Difficulty";"めんどう";"こりゃまた面倒な仕事を引き受けたもんだね。";"You've taken on such a difficult job!";"N3";"面倒";"面: 3, 倒: 9"
"Trouble, Difficulty";"めんどう";"今に見てなさい。あのフグ少年はきっと面倒を引き起こすわよ。";"Mark my words. That Fugu boy is going to cause trouble.";"N3";"面倒";"面: 3, 倒: 9"
"Bankruptcy, Go Bankrupt";"とうさん";"会社が倒産すると知った時、空を見上げたら、きれいな飛行機雲が見えたんです。";"When I learned my company would go bankrupt, I looked up at the sky and saw a beautiful contrail.";"N1";"倒産";"倒: 9, 産: 4"
"Bankruptcy, Go Bankrupt";"とうさん";"あの会社には、倒産の嫌疑がかかっている。";"That company is under suspicion of bankruptcy.";"N1";"倒産";"倒: 9, 産: 4"
"Bankruptcy, Go Bankrupt";"とうさん";"昨年はこの街だけで100余りの企業が倒産した。";"Last year there were more than a hundred bankruptcies in this city alone.";"N1";"倒産";"倒: 9, 産: 4"
"Borrower, Tenant";"かりて";"そうは言っても、借り手が見つからない可能性もありますよね？";"Regardless of what you say, there's still a possibility that we won't be able to find a tenant, right?";"None";"借り手";"借: 4, 手: 1"
"Borrower, Tenant";"かりて";"コウイチが昔住んでいた部屋だと言ったら、すぐに借り手が見つかりました。";"When we advertised that Koichi used to live here, the house went right away.";"None";"借り手";"借: 4, 手: 1"
"Borrower, Tenant";"かりて";"あのマンションは、幽霊屋敷であるという評判のせいで借り手がつかない。";"That apartment still doesn’t have any tenants because it’s rumored to be haunted.";"None";"借り手";"借: 4, 手: 1"
"Thick";"あつい";"どうやってこの厚いへいに穴が空いたんだろう。";"I wonder how a hole was made in this thick fence.";"N5";"厚い";"厚: 5"
"Thick";"あつい";"トーフグオフィスをおとずれたさい、とても厚いもてなしを受けました。";"When I visited the Tofugu office, I received a very warm welcome.";"N5";"厚い";"厚: 5"
"Thick";"あつい";"コウイチは、厚い苔の上で休んでいる病気のミミズを見つけた。";"Koichi found a sick earthworm resting on some thick moss.";"N5";"厚い";"厚: 5"
"Pressure, Stress";"あつりょく";"圧力なべをばく発させてしまいましたが、幸いケガはありませんでした。";"I made the pressure cooker explode, but luckily I didn't get injured.";"N1";"圧力";"圧: 5, 力: 1"
"Pressure, Stress";"あつりょく";"ロケットが大気にとつ入するときの圧力は相当なものだ。";"The pressure that a rocket is under when it's entering the atmosphere is very strong.";"N1";"圧力";"圧: 5, 力: 1"
"Pressure, Stress";"あつりょく";"ワニカニがベータ版から脱するよう、我々はコウイチに圧力をかけ続けなくてはいけない。";"We must keep the pressure on Koichi to get WaniKani out of beta.";"N1";"圧力";"圧: 5, 力: 1"
"Blood Pressure";"けつあつ";"お互い年だし血圧が上がっちゃうから、もう非難し合うのは止めにしない？";"Let's not play the blame game because we are both old and our blood pressure might go up.";"N2";"血圧";"血: 3, 圧: 5"
"Blood Pressure";"けつあつ";"低血圧だから朝起きられなくて困っているんです。今日は血圧をはかってもらったら、上が85で下が30でした。コウイチ先生、何とかしてもらえませんか？";"I am having trouble getting up in the morning because I have low blood pressure. When I had my blood pressure taken today, it was 85 over 30. Can you do something for me, Dr. Koichi?";"N2";"血圧";"血: 3, 圧: 5"
"Blood Pressure";"けつあつ";"血圧の薬を飲んでも血圧が高いままであることを医者に言うと、血圧を抑えるにはストレスを減らすことが重要だよと教えられました。";"When I told my doctor that I still have high blood pressure, even after taking blood pressure meds, he told me the importance of reducing stress to control it.";"N2";"血圧";"血: 3, 圧: 5"
"Shiatsu, Finger Pressure";"しあつ";"指圧はストレスや不安を和らげてくれます。";"Shiatsu massage can help with stress and anxiety.";"None";"指圧";"指: 3, 圧: 5"
"Shiatsu, Finger Pressure";"しあつ";"指圧りょう法しのかれ氏が出来たけど、お金をはらわないと指圧してくれないんです。";"I got a boyfriend who is an acupressurist, but he won't give me a shiatsu massage unless I pay him.";"None";"指圧";"指: 3, 圧: 5"
"Shiatsu, Finger Pressure";"しあつ";"指圧をしすぎると体に良くないこともあると言う人もいます。";"Some people say that getting too many shiatsu massages isn’t good for you.";"None";"指圧";"指: 3, 圧: 5"
"Existence";"そんざい";"そもそも、この町には水害防止対さくが存在していなかったんだよ。";"There were no existing flood-control measures in this town to begin with.";"N3";"存在";"存: 6, 在: 5"
"Existence";"そんざい";"じゃあ、最初はオゾンそうに穴は存在していなかったんですか？";"So does that mean there were no holes in the ozone layer originally?";"N3";"存在";"存: 6, 在: 5"
"Existence";"そんざい";"「コウイチさんが存在するとは思えない…」とフグは言った。";"""I can’t believe Koichi exists..."" Fugu said.";"N3";"存在";"存: 6, 在: 5"
"Present, Now, Current";"げんざい";"現在一日に何件のメールを受信しますか？";"How many emails are you getting a day now?";"N3";"現在";"現: 5, 在: 5"
"Reality, Real Existence";"じつざい";"穴ぐまって、実在するんですね。";"Badgers really exist, huh?";"None";"実在";"実: 3, 在: 5"
"Reality, Real Existence";"じつざい";"どんな時に、神が実在すると感じますか。";"When do you feel that God really exists?";"None";"実在";"実: 3, 在: 5"
"Reality, Real Existence";"じつざい";"トーフグの顔は、実在の人物をモデルに作られたという噂があります。";"There’s a rumor that Tofugu’s face was modeled after a real person.";"None";"実在";"実: 3, 在: 5"
"Overseas, Abroad";"ざいがい";"在外し産はどのようにかん理していますか？";"How do you manage your overseas assets?";"None";"在外";"在: 5, 外: 2"
"Overseas, Abroad";"ざいがい";"在外ほう人の安ぴはげん在確にん中です。";"We are currently checking on the safety of Japanese residents abroad.";"None";"在外";"在: 5, 外: 2"
"Overseas, Abroad";"ざいがい";"在外投票をする前に、申し込み用紙を日本大使館か日本領事館に提出する必要があります。";"Before casting an overseas ballot, you have to submit an application to the Japanese embassy or the Japanese consulate.";"None";"在外";"在: 5, 外: 2"
"Crazy About, Absorption, Frantic";"むちゅう";"穴をつくろうのに夢中な母のすがたを見て、うれしくなりました。";"I was happy to see my mom so absorbed in patching holes.";"N3";"夢中";"夢: 5, 中: 1"
"Crazy About, Absorption, Frantic";"むちゅう";"皿洗いの男に夢中のウェイトレスのことを好きになってしまったんだ。";"I fell in love with a waitress who is mad about a dishwasher.";"N3";"夢中";"夢: 5, 中: 1"
"Crazy About, Absorption, Frantic";"むちゅう";"「サーモン。あのさ、多分知らなかっただろうけど、高校生の頃、き、きみに夢中だったんだ。」「知ってたわよ。フグ。」";"""Salmon, well, you probably don't know this, but back in high school, I was, um, crazy about you."" ""I knew, Fugu.""";"N3";"夢中";"夢: 5, 中: 1"
"Nightmare, Bad Dream";"あくむ";"主役が急病になったんだけど、代役が見つからなくてね。まさに悪夢だったよ。";"The lead actor got sick all of a sudden and we couldn't find another actor to fill in for him. It was such a nightmare.";"None";"悪夢";"悪: 3, 夢: 5"
"Nightmare, Bad Dream";"あくむ";"太った猫になって歩けないという悪夢を見た。";"I had a bad dream that I turned into a fat cat that couldn’t walk.";"None";"悪夢";"悪: 3, 夢: 5"
"Nightmare, Bad Dream";"あくむ";"腕を胸の前で組んで寝ると悪夢が見れるって聞いたから試したら、朝から晩までひたすらトイレ掃除をずっとしているという夢を見たよ。";"I heard you can make yourself have nightmares if you sleep with your arms folded across your chest, so I tried it and I had a dream that I was cleaning a toilet nonstop from morning to night.";"None";"悪夢";"悪: 3, 夢: 5"
"Dream";"ゆめ";"あなたは夢を売っているそうですが、一個いくらですか？";"I heard that you sell dreams. How much does one dream cost?";"N4";"夢";"夢: 5"
"Dream";"ゆめ";"昨日、コウイチに指圧をしてもらっている夢を見たんだ。";"Yesterday, I had a dream that Koichi was giving me a shiatsu massage.";"N4";"夢";"夢: 5"
"Dream";"ゆめ";"私の夢は漫画家になることです。叶うといいな。";"My dream is to become a manga artist. I hope it will come true.";"N4";"夢";"夢: 5"
"Obstruction, Interference";"ぼうがい";"これ以上妨害するのを止めないと、えい業妨害でうったえるぞ！";"If you don't stop interfering, I'm going to sue you for obstruction.";"N1";"妨害";"妨: 9, 害: 4"
"Obstruction, Interference";"ぼうがい";"ここまで来れば、てきの妨害の危険はほぼ無いだろう。";"Since we've come pretty far, the risk of being intercepted by the enemy should be almost zero.";"N1";"妨害";"妨: 9, 害: 4"
"Obstruction, Interference";"ぼうがい";"私はいつか映画のように公務執行妨害で逮捕されてみたい。";"Someday I want to be arrested for interfering with police officers, like in the movies.";"N1";"妨害";"妨: 9, 害: 4"
"To Obstruct, To Prevent, To Hamper";"さまたげる";"あの会社は、トーフグの成功を妨げようとしているらしい。";"I heard that company is trying to hamper Tofugu's success.";"N2";"妨げる";"妨: 9"
"To Obstruct, To Prevent, To Hamper";"さまたげる";"生産性を妨げるものは、すててしまった方がいいよ。";"You should get rid of things that obstruct productivity.";"N2";"妨げる";"妨: 9"
"To Obstruct, To Prevent, To Hamper";"さまたげる";"どうして人々は宇宙人が地球にやってくる事を妨げようとするのか理解できません。";"I don’t understand why people try preventing aliens from reaching the earth.";"N2";"妨げる";"妨: 9"
"To Put On A Hat, To Wear A Hat";"かぶる";"夏は外に出る時はぼうしを被らなくちゃ。";"We should put hats on when we go out in summer.";"N3";"被る";"被: 9"
"To Put On A Hat, To Wear A Hat";"かぶる";"あそこでコナンのお面を被って無じゃ気にあそんでいるのがコウイチで、そのとなりでやさしく見守っているのがビエトです。";"The one with the Konan mask who is playing innocently is Koichi, and the other one next to him who is carefully watching over Koichi is Viet.";"N3";"被る";"被: 9"
"To Put On A Hat, To Wear A Hat";"かぶる";"大阪で雨の日に、中年のおばさんがビニール袋を被りながら自転車に乗っているのを見たことがあります。";"On a rainy day in Osaka, I saw a middle aged woman wearing a plastic bag on her head while riding a bicycle.";"N3";"被る";"被: 9"
"Wife, My Wife";"つま";"妻のたん生日に、水上飛行機をプレゼントしました。";"For my wife's birthday, I got her a seaplane.";"N4";"妻";"妻: 5"
"Wife, My Wife";"つま";"妻がコウイチのコンサートに行ってきたんですが、最後尾の席だったけど、すごく良かったと言ってましたよ。";"My wife went to Koichi's concert and she said it was fantastic, though her seat was in the last row.";"N4";"妻";"妻: 5"
"Wife, My Wife";"つま";"元妻が、「私みたいな女にはもう巡り合わないわよ」とか言うんだけどさ…っていうか、それが俺の計画なんですけど、みたいな？";"My ex-wife says, ""You’ll never find someone like me."" Well exactly! That’s the plan!";"N4";"妻";"妻: 5"
"Husband And Wife, Married Couple, Mr. And Mrs.";"ふさい";"その夫妻は、良い夫ふ関係には議論が必要かどうかについて、はげしく議論していました。";"That husband and wife had a long, heated argument on whether discussions are indispensable for a good married relationship.";"N2";"夫妻";"夫: 4, 妻: 5"
"Husband And Wife, Married Couple, Mr. And Mrs.";"ふさい";"みんながコウイチ夫妻のことを非難がましい顔で見ていました。";"Everybody looked at Mr. and Mrs. Koichi with disapproval.";"N2";"夫妻";"夫: 4, 妻: 5"
"Husband And Wife, Married Couple, Mr. And Mrs.";"ふさい";"フグ夫妻はともにとても口が達者で、近所の人達に大量の海藻を売りつけた。";"Mr. and Mrs. Fugu were such smooth operators that they sold tons of seaweed to their neighbors.";"N2";"夫妻";"夫: 4, 妻: 5"
"Wife And Kids, Wife And Children";"さいし";"家では妻子がおなかをすかせて待っているんです。";"My hungry wife and children are waiting for me at home.";"None";"妻子";"妻: 5, 子: 1"
"Wife And Kids, Wife And Children";"さいし";"コウイチは妻子ある身なのに毎晩行きつけのホステスのところに通っているんだよ。ひどいと思わない？";"Even though Koichi has a wife and kids, he visits his favorite hostess every night. Don't you think he's terrible?";"None";"妻子";"妻: 5, 子: 1"
"Wife And Kids, Wife And Children";"さいし";"新しい支店に転勤になって、やる気満々だよ〜。イイ男探しを日課に頑張ってます。妻子持ちだろうが関係ないかんね。笑";"Now that I’ve been transferred to the new branch store, I’m feeling really motivated. Working hard to find a good man has become one of my daily routines. I don’t care whether he has a wife and kids, you know? lol";"None";"妻子";"妻: 5, 子: 1"
"Polygamy, Polygyny";"いっぷたさい";"日本もかつては一夫多妻がみとめられていました。";"Japan used to approve of polygamy too.";"None";"一夫多妻";"一: 1, 夫: 4, 多: 2, 妻: 5"
"Polygamy, Polygyny";"いっぷたさい";"「一夫多妻せいとか、ありえないよな」とビエトが非難するように言うと、「その非難、自分に向けた方がいいんじゃねぇか？」とコウイチが笑って言い返した。";"""I can't believe polygamy exists,"" Viet said accusingly. ""You can turn that finger around,” Koichi retorted with a smile.";"None";"一夫多妻";"一: 1, 夫: 4, 多: 2, 妻: 5"
"Polygamy, Polygyny";"いっぷたさい";"全ての男性が一夫多妻制を支持する訳じゃない。";"It’s not like all men support polygamy.";"None";"一夫多妻";"一: 1, 夫: 4, 多: 2, 妻: 5"
"Dislike, Eww, Gross, Reluctant";"いや";"嫌な仕事を嫌々するのは体に良くないよ。";"Reluctantly doing a job you don't like isn't good for your health.";"N5";"嫌";"嫌: 9"
"Dislike, Eww, Gross, Reluctant";"いや";"嫌嫌嫌嫌嫌！無理無理無理無理無理！クモがいる！気持ち悪い！";"Ewwwwwww!!!! Nooooooo!!!! There is a spider! Gross!";"N5";"嫌";"嫌: 9"
"Dislike, Eww, Gross, Reluctant";"いや";"「これ以上は安くできないよ。嫌ならやめて帰ってくれ。」 「分かったよ。買うことにするよ。」";"""That’s my final offer. If you don’t like it stop coming back."" ""Alright, alright. I’ll take it.""";"N5";"嫌";"嫌: 9"
"Dislike, Hate, Dislikable, Detestable";"きらい";"私の嫌いな穴うめ問題がテストに出ました。";"There were fill in the blank questions on the test, which I hate.";"N5";"嫌い";"嫌: 9"
"Dislike, Hate, Dislikable, Detestable";"きらい";"単じゅん作業は嫌いです。そんなものは機械にまかせるべきだと思います。";"I don't like busy work. I think we should have it done by machines.";"N5";"嫌い";"嫌: 9"
"Dislike, Hate, Dislikable, Detestable";"きらい";"色々と振り回してごめんなさい。嫌なやつと思ってるかもしれないけど、嫌いにならないで。";"I’m sorry to cause so many problems. You may think I’m unpleasant, but please don’t hate me.";"N5";"嫌い";"嫌: 9"
"Mood, Temper";"きげん";"コウイチは、機械のように、毎日三時のおやつの時間になると機嫌が良くなる。";"Koichi gets in a good mood for three o'clock snack time, every day like clockwork.";"N3";"機嫌";"機: 4, 嫌: 9"
"Mood, Temper";"きげん";"今日のお母さんの機嫌はどう？";"What kind of mood is mom in today?";"N3";"機嫌";"機: 4, 嫌: 9"
"Mood, Temper";"きげん";"「彼女は朝、機嫌が悪いわね。」「ええ、全くその通りね。」";"""Her mood's terrible in the morning."" ""Yeah don’t I know it!""";"N3";"機嫌";"機: 4, 嫌: 9"
"Suspicion";"けんぎ";"ビエトがヤクザだという嫌疑がぬぐえません。";"Our suspicion that Viet is a yakuza cannot be wiped away.";"None";"嫌疑";"嫌: 9, 疑: 6"
"Suspicion";"けんぎ";"警察に嫌疑をかけられているんだ。";"I'm under suspicion from the police.";"None";"嫌疑";"嫌: 9, 疑: 6"
